scene_order	scene_id	phase	scene_title	record_order	id	english
49	saruyama_quest	postgame	Saruyama side quest	5	198:$4150	Nuwanko: Hey! Do something about your master!<page><box>Saruyama: What did he do?<page><box>Nuwanko: What didn't he do?<page><box>Nuwanko: He barged into my house without permission!<page><box>Nuwanko: Now he's shouting and tearing the place apart!<page><box>Nuwanko: I can't do anything with him!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	6	198:$41DE	Koppa: Let's go see!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	7	198:$41EE	Gaibara: You are certain it is here?<page><box>
49	saruyama_quest	postgame	Saruyama side quest	8	198:$4207	Obaba: Without a doubt.<page><box>Obaba: What you seek lies within.<page><box>
49	saruyama_quest	postgame	Saruyama side quest	9	198:$4236	Nuwanko: Hey, you! You're still helping yourself to my<br>house?!<page><box>Gaibara: Silence! Stand back and watch!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	10	198:$4272	Nuwanko: Wh-Whaaat?!<page><box>Koppa: There's a hole back here?!<page><box>Nuwanko: I've lived here for years and never noticed it!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	11	198:$42BE	Gaibara: Hardly surprising.<page><box>Gaibara: No one would expect a cave behind a hanging scroll.<page><box>
49	saruyama_quest	postgame	Saruyama side quest	12	198:$42F0	Saruyama: Master! Is it really in there?<page><box>
49	saruyama_quest	postgame	Saruyama side quest	13	198:$430B	"Gaibara: Indeed. The ""Ultimate Clay"" I have sought lies within.<page><box>"
49	saruyama_quest	postgame	Saruyama side quest	14	198:$433C	Obaba: According to legend, the Ultimate Clay lies on Floor 6.<page><box>
49	saruyama_quest	postgame	Saruyama side quest	15	198:$4368	Gaibara: So shallow?<page><box>Gaibara: This will be child's play.<page><box>
49	saruyama_quest	postgame	Saruyama side quest	16	198:$4392	Gaibara: Then I shall claim it!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	17	198:$43A7	Gaibara: No!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	18	198:$43B4	Gaibara: Nooo!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	19	198:$43C3	Gaibara: UNACCEPTABLE!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	20	198:$43D9	Saruyama: M-Master!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	21	198:$43EB	"Gaibara: Ugh... I thought it would be easy...<page><box>Gaibara: I let my guard<br>down...<page><box>Gaibara: Gah!!<page><box>Saruyama: Master! Are you all right?! Master!!<page><box>Gaibara: Ugh... Somehow...<page><box>Gaibara: I still live...<page><box>Saruyama: If even you suffered such a fate...<page><box>Saruyama: What kind of dungeon is this?<page><box>Gaibara: First...<page><box>Gaibara: Defeating monsters does not raise your level. That is difficult.<page><box>Gaibara: But...<page><box>Gaibara: there is something even more important...<page><box>Gaibara: This dungeon is conquered with Pots...<page><box>Koppa: A Pot...<page><box>Koppa: dungeon?<page><box>Gaibara: Indeed.<page><box>Gaibara: You will find ""Imprison Pots"" inside.<page><box>Gaibara: Throw one at a monster to seal it inside.<page><box>Gaibara: Ugh... Traps are my specialty, but...<page><box>Gaibara: this dungeon does not seem to suit me...<page><box>Saruyama: You do smash every Pot you see, Master.<page><box>"
49	saruyama_quest	postgame	Saruyama side quest	22	198:$45E5	Gaibara: Silence!!
49	saruyama_quest	postgame	Saruyama side quest	23	198:$45F6	Saruyama: Gah!!
49	saruyama_quest	postgame	Saruyama side quest	24	198:$4602	Gaibara: <name>...<page><box>Gaibara: I beg you.<page><box>Gaibara: Will you retrieve the Ultimate Clay in my stead?<page><box>
49	saruyama_quest	postgame	Saruyama side quest	25	198:$4637	<delay:3C>Gaibara: Gah!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	26	198:$4648	Saruyama: Master! Are you all right?!<page><box>Saruyama: M-Master!!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	27	198:$466B	<delay:1E>Saruyama: Please, <name>! Retrieve the Ultimate Clay for us!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	28	198:$46A1	Gaibara: Oh! You will do it!<page><box>Gaibara: I knew I saw something in you!<page><box>
49	saruyama_quest	postgame	Saruyama side quest	29	198:$46D0	Gaibara: Ah!<page><box>Gaibara: One last thing.<page><box>Gaibara: You cannot bring items into this dungeon.<page><box>Gaibara: Store your items in the warehouse, then return.<page><box>
49	saruyama_quest	postgame	Saruyama side quest	30	198:$473A	Gaibara: I leave it to you!!<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	1	198:$4763	<name> obtained the Ultimate Clay!<delay:3C><page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	2	198:$4785	Gaibara: Th-This is the Ultimate Clay...<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	3	198:$47A1	Gaibara: This luster... This elasticity...<page><box>Gaibara: Magnificent.<page><box>Gaibara: This is truly the Ultimate Clay.<page><box>Gaibara: At last, I can devote myself to making the Pot of my dreams.<page><box>Gaibara: You have my thanks, <name>! Truly!!<page><box>Gaibara: Take this small token of my gratitude. Use it well.<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	4	198:$485F	Your inventory is full, so you cannot accept it.<page><box>Please choose one item to discard.<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	5	198:$488E	<name> received the Wonder Pick from Gaibara!<delay:F0><delay:C0><page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	6	198:$48B4	Gaibara: Good! Now I shall use this clay to make my<br>Pot.<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	7	198:$48DB	Gaibara: Saruyama!<page><box>Gaibara: We are going home!<page><box>Gaibara: Back to my<br>workshop!<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	8	198:$48FB	Saruyama: Y-Yes, Master!<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	9	198:$4909	Koppa: W-Wait a second!<page><box>
50	ultimate_soil	postgame	Ultimate Soil acquisition	10	198:$491F	Gaibara and Saruyama: Aaaaaaaah!!
50	ultimate_soil	postgame	Ultimate Soil acquisition	11	198:$4941	Koppa: Looks like they forgot we can't leave town...<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	1	198:$498B	Pekeji: Pant, pant... Hey, take a look at this.<page><box>Blacksmith: Hm?<page><box>Blacksmith: What's that old scrap of paper?<page><box>Pekeji: It looks like a piece of a journal...<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	2	198:$49F0	"Koppa: I'll read it. Let's<br>see...<page><box>""What?!<page><box>I never imagined such a method...""<page><box>""I have done it. At last, I have discovered it!""<page><box>""Behold its brilliance. Behold its beauty.""<page><box>""There is nothing finer in all the world!!""<page><box>""But...<page><box>what if it were to fall into the hands of evil?""<page><box>""It chooses its owner.<page><box>Therefore, I shall hide it in secret.""<page><box>""In the Town of Ilpa...<page><box>beneath the blacksmith's forge...<page><box>deep underground...<page><box>lies my treasure.""<page><box>"
51	blacksmith_quest	postgame	Blacksmith side quest	3	198:$4B23	Koppa: Whoa! This tells us where treasure is hidden, doesn't it?!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	4	198:$4B4F	Koppa: Hey, Pekeji!<page><box>Koppa: Where did you find this?<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	5	198:$4B75	Pekeji: In the middle of the desert.<page><box>Pekeji: I suddenly couldn't hold it anymore while I was walking...<page><box>Pekeji: I was looking for some paper when I happened to find this.<page><box>Koppa: Ugh! Y-You didn't wipe yourself with this, did you?!<page><box>Pekeji: Don't worry. I haven't wiped yet.<page><box>Koppa: What?! You pulled up your pants without wiping?!<page><box>Pekeji: No! I mean I'm still holding it!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	6	198:$4C53	Pekeji: Anyway, Bro!<page><box>Pekeji: This time it's the real thing! Treasure!!<page><box>Oryu: I can't ignore talk of treasure.<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	7	198:$4C9D	Koppa: O-Oryu!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	8	198:$4CAB	Oryu: I want to hear the details too.<page><box>Oryu: So where is this<br>forge?<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	9	198:$4CDB	Blacksmith: You mean this one?<page><box>Blacksmith: It's the only forge here, but...<page><box>Blacksmith: Hm...?<page><box>Blacksmith: Come to think of it...<page><box>Oryu: What is it?<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	10	198:$4D29	Blacksmith: I heard a story a long time ago...<page><box>Blacksmith: Back in my grandfather's day, this place was a dungeon.<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	11	198:$4D72	Pekeji: Whaaat?!<page><box>Blacksmith: My grandfather was a famous smith and a great lover of adventure.<page><box>Blacksmith: He forged mighty<br>swords and shields, then<br>challenged it himself.<page><box>Blacksmith: But its monsters were so strong that he never stood a chance...<page><box>Blacksmith: In the end, he gave up and sealed the dungeon.<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	12	198:$4E48	Koppa: Hey, <name>! Let's go inside!<page><box>Koppa: The treasure must be deep in there!<page><box>Blacksmith: If I remember my grandfather's stories correctly...<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	13	198:$4EA2	Blacksmith: You should be able to bring plenty of items inside.<page><box>Blacksmith: And...<page><box>Blacksmith: I believe you can take one companion with you.<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	14	198:$4EE9	Pekeji: Bro! Please take me with you!!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	15	198:$4F0C	Oryu: You'll take me instead of that tubby guy, right?<page><box>Oryu: Let's go together.<page><box>Oryu: Okay?<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	16	198:$4F34	???: Treasure! Treasure!!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	17	198:$4F4A	Nfuu: Nfuu! It sounds like treasure, fu!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	18	198:$4F60	Mamo: I want to store the treasure too!<page><box>Mamo: Let's de-part<br>together!<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	19	198:$4F8F	<cF8>h<cF8>i Unit: Clank... Treasure... Treasure...<page><box>
51	blacksmith_quest	postgame	Blacksmith side quest	20	198:$4FAD	Koppa: <name>, it sounds like we can bring plenty of items.<page><box>Koppa: Let's prepare properly before we head in.<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	1	198:$500E	Koppa: <name>! Isn't that a treasure chest over<br>there?<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	2	198:$502E	Koppa: It is!<page><box>Koppa: I wonder what's inside. Come on, open it!<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	3	198:$5062	Koppa: <name>!<page><box>Koppa: This is...<delay:80><page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	4	198:$5077	Blacksmith: Th-This is the legendary...<page><box>Blacksmith: It was in the depths of the dungeon...?<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	5	198:$50AB	Blacksmith: I see. My grandfather wrote that journal page.<page><box>Blacksmith: He was a brilliant smith, and he succeeded in forging this...<page><box>Blacksmith: Then he sealed it in the dungeon to keep it hidden.<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	6	198:$5126	Blacksmith: Though I don't know how it ended up so<br>deep.<page><box>Blacksmith: My grandfather wasn't a Wanderer.<page><box>Blacksmith: He couldn't possibly have reached those depths.<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	7	198:$518E	Blacksmith: <name>, I'd like you to have this<br>shield...<page><box>Blacksmith: But your inventory is full.<page><box>Blacksmith: Please make room for one item.<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	8	198:$51E8	Blacksmith: You don't want it...?<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	9	198:$51FC	Blacksmith: <name>...<page><box>Blacksmith: You're a true Wanderer.<page><box>Blacksmith: This shield belongs in your hands.<page><box>Blacksmith: Please, take it.<page><box>
52	treasure_chest_a	postgame	Treasure-chest event A	10	198:$5257	<name> obtained the Rasen Fuuma!<delay:F0><delay:C0><page>
53	treasure_chest_b	postgame	Treasure-chest event B	1	198:$527D	Koppa: <name>! Isn't that a treasure chest over<br>there?<page><box>
53	treasure_chest_b	postgame	Treasure-chest event B	2	198:$529D	Koppa: You need to discard something before you can take it!<page><box>
53	treasure_chest_b	postgame	Treasure-chest event B	3	198:$52B8	Koppa: Let's head back.<page>
53	treasure_chest_b	postgame	Treasure-chest event B	4	198:$52C8	<name> obtained the Rasen Fuuma!<delay:F0><delay:C0><page>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	1	198:$533B	Pekeji: This should be around the Eastern Keep...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	2	198:$5363	Pekeji: Monsters are still roaming around here...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	3	198:$5384	Pekeji: You're still recovering, my Lord, so please be careful.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	4	198:$53AF	Lord: Indeed.<page><box>Lord: Even now, I can handle weaker monsters.<page><box>Lord: But I accepted your protection in case anything should happen.<page><box>Lord: I am counting on you.<page><box>Pekeji: Heh heh! Leave it to me!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	5	198:$5428	Ateka: This area is still in terrible condition...<page><box>Pekeji: Yeah. Rebuilding the castle will take a long time.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	6	198:$5470	Lord: No.<page><box>Lord: Rebuilding the town must come first.<page><box>Lord: The castle can wait.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	7	198:$54A8	Lord: I understand the situation now.<page><box>Lord: Let us return to Ilpa.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	8	198:$54CF	???: Heh heh heh...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	9	198:$54DC	Lord: What is it, Ateka?<page><box>Ateka: I thought I heard... a voice...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	10	198:$5504	Pekeji: I didn't hear<br>anything.<page><box>Pekeji: Maybe you imagined<br>it...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	11	198:$5521	???: Heh heh heh...<page><box>???: L...<page><box>???: Lord...<page><box>???: LORD!!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	12	198:$5546	Lord: Wh-Who are you?!<page><box>???: Heh heh... So Curas is dead...<page><box>???: It seems he was the greater fool.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	13	198:$558A	Pekeji: I don't know what you are, but you won't lay a finger on the Lord!<page><box>???: Heh heh heh...<page><box>???: I have no use for that empty shell.<page><box>???: What I seek is...<page><box>???: Heh heh! It has been too long, Princess!!<page><box>Pekeji: Y-You are...?!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	14	198:$5621	Pekeji: Aaaaaah!!<page><box>Lord: Ateka!<page><box>Lord: ATEKA!!<page>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	15	198:$564C	<box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	16	198:$564E	Koppa: Huh? Pekeji isn't here today.<page><box>Koppa: That's unusual.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	17	198:$5676	Oro: Yeah. About that...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	18	198:$5689	"Oryu: I hear Pekeji took the Lord to the Magic Castle?<page><box>Sachi: Yeah. I tried to stop him...<page><box>Oro: But he insisted, ""I can handle it by myself!""<page><box>Oryu: Nothing is less trustworthy than Pekeji saying he'll be fine.<page><box>Oro: Curas may be gone, but monsters are still there.<page><box>Koppa: He'll probably burst in here yelling, ""Big trouble!""<page><box>"
54	eastern_keep_expedition	postgame	Eastern Keep expedition	19	198:$5789	Sachi: Don't say that!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	20	198:$5798	<box><delay:3C>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	21	198:$579C	Pekeji: B-Big trouble!!
54	eastern_keep_expedition	postgame	Eastern Keep expedition	22	198:$57AD	Oryu: What happened?!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	23	198:$57BC	Pekeji: Pant, pant... The Lord and Princess Ateka were abducted!<page><box>Sachi: Whaaat?!<page><box>Oryu: Pekeji! What happened?!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	24	198:$580A	Pekeji: I-I'm ashamed. I was right there with them...<page><box>Sachi: Forget that!<page><box>Sachi: Tell us exactly what happened!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	25	198:$5845	Pekeji: Zagan took them!<page><box>Sachi: Zagan?!<page><box>Oryu: Zagan is alive?!<page><box>Koppa: But how?<page><box>Koppa: Curas killed him!<page><box>Obaba: Zagan is not alive.<page><box>Obaba: My divination is clear on that.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	26	198:$58DC	Obaba: The air has grown stagnant once more.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	27	198:$58FB	Obaba: I sensed something was wrong. It seems I was right.<page><box>Pekeji: But I'm not lying.<page><box>Pekeji: I saw Zagan with my own eyes.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	28	198:$5951	Goto: Hey! The Lord has collapsed at the town entrance!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	29	198:$597B	Oro: Let's go!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	30	198:$5989	Minai: My Lord, are you all right?<page><box>Lord: Yes. I am fine now.<page><box>Lord: Forgive me for worrying you.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	31	198:$59CD	Pekeji: My Lord, you're safe! Thank goodness!<page><box>Oryu: What happened to<br>Ateka?<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	32	198:$5A01	Lord: Hm? Ateka?<page><box>Lord: Ateka is...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	33	198:$5A1D	Pekeji: Wh-Whaaat?!<page><box>Koppa: You!<page><box>Koppa: You're not the Lord!!<page><box>Oryu: Who are you?!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	34	198:$5A57	Lord: Heh heh...<page><box>Lord: Have you forgotten?<page><box>Lord: I am Zagan!!<page><box>Pekeji: What?! The Lord is Zagan?!<page><box>Pekeji: What in the world is going on?!<page><box>Obaba: That is not Zagan!<page><box>Obaba: It is all that remains of him...<page><box>Obaba: Zagan's evil spirit.<page><box>Obaba: It has possessed the Lord!<page><box>Lord: Heh heh... The Princess is mine.<page><box>Lord: She can no longer return.<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	35	198:$5B56	Oryu: Ateka?!<page><box>Oryu: Where is Ateka?!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	36	198:$5B72	Lord: Heh heh... In the labyrinth beneath the<br>desert...<page><box>Lord: The land of my demon clan...<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	37	198:$5BA6	"Lord: The ""Abyssal Depths""...<page><box>"
54	eastern_keep_expedition	postgame	Eastern Keep expedition	38	198:$5BCC	Lord: The Princess's blood as a shrine maiden shall empower my demon clan!<page><box>Lord: Gwah ha ha ha ha!!
54	eastern_keep_expedition	postgame	Eastern Keep expedition	39	198:$5C04	<box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	40	198:$5C06	Oro: My Lord!<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	41	198:$5C14	Lord: Ugh... What happened to me...?<page><box>
54	eastern_keep_expedition	postgame	Eastern Keep expedition	42	198:$5C30	"Obaba: You intend to go after her?<page><box>Koppa: Of course. We can't just leave her there!<page><box>Koppa: Tell us anything you know about the ""Abyssal Depths"".<page><box>Obaba: Beyond the desert outside the town entrance...<page><box>Obaba: I hear it lies far beyond Jahannam's Gate.<page><box>Obaba: You can take neither items nor companions.<page><box>Obaba: This will be your most grueling journey yet.<page><box>Koppa: Bring it on.<page><box>"
54	eastern_keep_expedition	postgame	Eastern Keep expedition	43	198:$5D49	Koppa: <name>! This is the last one!<page><box>Koppa: Let's give it everything we've got!!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	1	198:$5D9B	Zagan: I-Impossible... A human reached the Abyssal<br>Depths...?<page><box>Zagan: Ugh... It hurts...<page><box>Zagan: The demon miasma is fading...<page><box>Zagan: No... I don't want to disappear!<page><box>Zagan: I am not ready to vanish...<page><box>Zagan: I... still...<page><box>Zagan: don't want...<page><box>Zagan: to...<page><box>Zagan: Gwaaaaaah!<page>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	2	198:$5E40	Koppa: Are you all right, Princess?<page><box>Ateka: Ah...<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	3	198:$5E64	Koppa: <name>! Thank goodness! She's safe!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	4	198:$5E80	Ateka: Wh-What happened to me...?<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	5	198:$5E94	Koppa: These are the Abyssal Depths.<page><box>Koppa: We came to rescue<br>you.<page><box>Ateka: ...!<page><box>Koppa: Hm? What's wrong?<page><box>Ateka: Nothing. I'm fine.<page><box>Koppa: All right. Let's return to the Town of Ilpa.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	6	198:$5F06	Oro: For a while, I feared the worst. I'm truly glad you're safe, Princess.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	7	198:$5F3C	Lord: First the Evil God, and now this...<page><box>Lord: I cannot begin to express my gratitude.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	8	198:$5F86	Koppa: Don't mention it. That was nothing!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	9	198:$5FA8	Pekeji: Still, where did Zagan's evil spirit go?<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	10	198:$5FCF	Obaba: The Abyssal Depths are the land of demons...<page><box>Obaba: When <name> entered, it may have upset the land's delicate balance.<page><box>Obaba: I suspect that caused Zagan to vanish...<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	11	198:$604B	Ateka: Thank you, <name>. I am truly grateful.<page><box>Ateka: You are always saving me, while I...<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	12	198:$6090	Koppa: That's not true.<page><box>Koppa: Besides...<page><box>Koppa: A man is supposed to protect a princess!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	13	198:$60CE	Koppa: Right, <name>?<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	14	198:$60DC	Pekeji: Listen to you, acting important.<page><box>Pekeji: It's not like you did any of the fighting!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	15	198:$610E	Everyone: Ha ha ha ha!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	16	198:$611C	Koppa: Why, you!<page><box>Koppa: This whole mess was Pekeji's fault to begin with!<page><box><delay:1E>Everyone: Ha ha ha ha!<page><box><delay:1E>Pekeji: What did you say?!<page><box><delay:1E>Koppa: You wanna go, punk?!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	17	198:$6176	Lord: To think you conquered even the Abyssal Depths...<page><box>Lord: You may well be a true Wanderer.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	18	198:$61BA	Ateka: Oh! I just<br>remembered!<page><box>Ateka: While Zagan held me captive...<page><box>Ateka: I had a dream.<page><box>Ateka: Someone appeared before me...<page><box>Ateka: and spoke these<br>words.<page><box>Ateka: A true Wanderer shall soon come to rescue you.<page><box>Ateka: When that time comes, give this to him...<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	19	198:$6263	Ateka: Then <name> came, and I awoke...<page><box>Ateka: with this in my hand.<page><box>Ateka: Thinking back, the person in my dream...<page><box>Ateka: may have been Kron, god of travelers.<page><box>Ateka: <name>, please take this.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	20	198:$62F7	<name> obtained the Wanderer's Mark!!<delay:F0><delay:C0><page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	21	198:$631D	Pekeji: What's your problem?!<page><box><delay:1E>Koppa: What's yours?!<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	22	198:$6344	Sachi: You two can keep this up until sunset.<page><box>
55	abyssal_zagan	postgame	Abyssal Depths Zagan confrontation	23	198:$6363	Everyone: Ha ha ha ha!
56	wanderer_emblem	postgame	Wanderer Emblem reward	1	198:$6371	<name> obtained the Wanderer's Mark!!<delay:F0><delay:C0><page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	1	198:$639F	Wanda: Hey, old man! You<br>here?<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	2	198:$63B9	Blacksmith: Yes? What is it?<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	3	198:$63CA	Nuwanko: We want you to hold on to this.<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	4	198:$63E6	Blacksmith: This thing is awfully dirty...<page><box>Wanda: It was buried in the desert.<page><box>Nuwanko: We aren't sure what it is, but it might be valuable.<page><box>Wanda: If we repair it, we might sell it for a lot of Gitan.<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	5	198:$646A	Blacksmith: Understood. You can use the second floor.<page><box>Nuwanko: Got it.<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	6	198:$649A	Nuwanko: Whew! That was pretty heavy.<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	7	198:$64B8	Wanda: Let's head home.<page><box>
57	wanda_oro_quest	postgame	Wanda and Oro side quest	8	198:$64C9	???: Grrrrr...<page><box>
58	bad_ending	main_story_branch	Bad-ending epilogue	1	205:$7122	The end.<br>And then, <delay:3C>the world ended.
58	bad_ending	main_story_branch	Bad-ending epilogue	2	205:$7124	And so, <delay:3C>the world came to an end.
59	missing_blacksmith	postgame	Missing blacksmith quest	1	198:$6518	Koppa: Hm? The blacksmith isn't here.<page><box>Koppa: What's going on?<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	2	198:$653E	Nuwanko: Something strange is happening upstairs.<page><box>Wanda: They say growling starts every night...<page><box>Wanda: Everyone went to investigate, but no one's come back yet.<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	3	198:$65AF	Koppa: <name>! Let's go check it out too!<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	4	198:$65CB	???: Grrrrr...<page><box>Rai: Eek!<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	5	198:$65E3	Rai: Wh-What in the world is that?<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	6	198:$65F9	Oro: I-I definitely heard it growl. Terrifying...<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	7	198:$661D	Blacksmith: We hear it every night.<page><box>Blacksmith: It's impossible to sleep...<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	8	198:$664A	Koppa: What are you all so scared of? Pathetic!<page><box>Koppa: Compared to a monster, this is nothing.<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	9	198:$668B	???: Grrrr... Wh-Where am<br>I...?<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	10	198:$66A9	Oro: I-It spoke?!<page><box>
59	missing_blacksmith	postgame	Missing blacksmith quest	11	198:$66BB	Koppa: H-Hey!<page><box>Koppa: What are you?! Show yourself!<page><box>???: Grrrr...<page><box>???: I will store anyone who annoys me...<page><box>
