id	sections	draft
198:$5F06	story_and_event_dialogue	Oro: For a while, I feared the worst. I'm truly glad you're safe, Princess.<page><box>
198:$5F3C	story_and_event_dialogue	Lord: First the Evil God, and now this...<page><box>Lord: I cannot begin to express my gratitude.<page><box>
198:$5F86	story_and_event_dialogue	Koppa: Don't mention it. That was nothing!<page><box>
198:$5FA8	story_and_event_dialogue	Pekeji: Still, where did Zagan's evil spirit go?<page><box>
198:$5FCF	story_and_event_dialogue	Obaba: The Abyssal Depths are the land of demons...<page><box>Obaba: When <name> entered, it may have upset the land's delicate balance.<page><box>Obaba: I suspect that caused Zagan to vanish...<page><box>
198:$604B	story_and_event_dialogue	Ateka: Thank you, <name>. I am truly grateful.<page><box>Ateka: You are always saving me, while I...<page><box>
198:$6090	story_and_event_dialogue	Koppa: That's not true.<page><box>Koppa: Besides...<page><box>Koppa: A man is supposed to protect a princess!<page><box>
198:$60CE	story_and_event_dialogue	Koppa: Right, <name>?<page><box>
198:$60DC	story_and_event_dialogue	Pekeji: Listen to you, acting important.<page><box>Pekeji: It's not like you did any of the fighting!<page><box>
198:$610E	story_and_event_dialogue	Everyone: Ha ha ha ha!<page><box>
198:$611C	story_and_event_dialogue	Koppa: Why, you!<page><box>Koppa: This whole mess was Pekeji's fault to begin with!<page><box><delay:1E>Everyone: Ha ha ha ha!<page><box><delay:1E>Pekeji: What did you say?!<page><box><delay:1E>Koppa: You wanna go, punk?!<page><box>
198:$6176	story_and_event_dialogue	Lord: To think you conquered even the Abyssal Depths...<page><box>Lord: You may well be a true Wanderer.<page><box>
198:$61BA	story_and_event_dialogue	Ateka: Oh! I just remembered!<page><box>Ateka: While Zagan held me captive...<page><box>Ateka: I had a dream.<page><box>Ateka: Someone appeared before me...<page><box>Ateka: and spoke these words.<page><box>Ateka: A true Wanderer shall soon come to rescue you.<page><box>Ateka: When that time comes, give this to him...<page><box>
198:$6263	story_and_event_dialogue	Ateka: Then <name> came, and I awoke...<page><box>Ateka: with this in my hand.<page><box>Ateka: Thinking back, the person in my dream...<page><box>Ateka: may have been Kron, god of travelers.<page><box>Ateka: <name>, please take this.<page><box>
198:$62F7	story_and_event_dialogue	<name> obtained the Wanderer's Mark!!<delay:F0><delay:C0><page><box>
198:$631D	story_and_event_dialogue	Pekeji: What's your problem?!<page><box><delay:1E>Koppa: What's yours?!<page><box>
198:$6344	story_and_event_dialogue	Sachi: You two can keep this up until sunset.<page><box>
198:$6363	story_and_event_dialogue	Everyone: Ha ha ha ha!
198:$6371	story_and_event_dialogue	<name> obtained the Wanderer's Mark!!<delay:F0><delay:C0><page><box>
198:$639F	story_and_event_dialogue	Wanda: Hey, old man! You here?<page><box>
198:$63B9	story_and_event_dialogue	Blacksmith: Yes? What is it?<page><box>
198:$63CA	story_and_event_dialogue	Nuwanko: We want you to hold on to this.<page><box>
198:$63E6	story_and_event_dialogue	Blacksmith: This thing is awfully dirty...<page><box>Wanda: It was buried in the desert.<page><box>Nuwanko: We aren't sure what it is, but it might be valuable.<page><box>Wanda: If we repair it, we might sell it for a lot of Gitan.<page><box>
198:$646A	story_and_event_dialogue	Blacksmith: Understood. You can use the second floor.<page><box>Nuwanko: Got it.<page><box>
198:$649A	story_and_event_dialogue	Nuwanko: Whew! That was pretty heavy.<page><box>
198:$64B8	story_and_event_dialogue	Wanda: Let's head home.<page><box>
198:$64C9	story_and_event_dialogue	???: Grrrrr...<page><box>
198:$6518	story_and_event_dialogue	Koppa: Hm? The blacksmith isn't here.<page><box>Koppa: What's going on?<page><box>
198:$653E	story_and_event_dialogue	Nuwanko: Something strange is happening upstairs.<page><box>Wanda: They say growling starts every night...<page><box>Wanda: Everyone went to investigate, but no one's come back yet.<page><box>
198:$65AF	story_and_event_dialogue	Koppa: <name>! Let's go check it out too!<page><box>
198:$65CB	story_and_event_dialogue	???: Grrrrr...<page><box>Rai: Eek!<page><box>
198:$65E3	story_and_event_dialogue	Rai: Wh-What in the world is that?<page><box>
198:$65F9	story_and_event_dialogue	Oro: I-I definitely heard it growl. Terrifying...<page><box>
198:$661D	story_and_event_dialogue	Blacksmith: We hear it every night.<page><box>Blacksmith: It's impossible to sleep...<page><box>
198:$664A	story_and_event_dialogue	Koppa: What are you all so scared of? Pathetic!<page><box>Koppa: Compared to a monster, this is nothing.<page><box>
198:$668B	story_and_event_dialogue	???: Grrrr... Wh-Where am I...?<page><box>
198:$66A9	story_and_event_dialogue	Oro: I-It spoke?!<page><box>
198:$66BB	story_and_event_dialogue	Koppa: H-Hey!<page><box>Koppa: What are you?! Show yourself!<page><box>???: Grrrr...<page><box>???: I will store anyone who annoys me...<page><box>
198:$6702	story_and_event_dialogue	Koppa: S...<page><box>Koppa: Store?!<page><box>Koppa: What's that supposed to mean?<page><box>???: MAMO-RY STORAGE!!
198:$672E	story_and_event_dialogue	Koppa: Whoa!<page><box>Koppa: Aaaaaaaaaaaaaah!!<page><box>
198:$675B	story_and_event_dialogue	Blacksmith: Gah!<page><box>Oro: H-He...<page><box>Oro: He got sucked inside?!<page><box>Rai: It is a monster! R-Run!! Aaaaaah!!<page><box>
198:$67A8	story_and_event_dialogue	???: Stop! I will store every last one of you!!<page><box>
198:$67C9	story_and_event_dialogue	???: Stop resisting.<page><box>???: We have already occupied this place.<page><box>???: You have no hope of victory.<page><box>???: Obey me if you wish to live!<page><box>???: First...<page><box>???: someone polish me...<page><box>Rai: P-Polish?<page><box>Rai: Polish what?<page><box>???: My body...<page><box>
198:$686E	story_and_event_dialogue	???: Hurry!<page><box>???: Or else...<page><box>Oro: Eek! We'll do it!<page><box>
198:$6899	story_and_event_dialogue	Scrub, scrub, scrub.<page><box>Scrub, scrub, scrub.<page><box>Scrub, scrub, scrub.<page><box>
198:$68CD	story_and_event_dialogue	Everyone: Whoa!!<page><box>
198:$68DE	story_and_event_dialogue	???: Ahh, much better!<page><box>???: Hup we go!!<page><box>
198:$68F9	story_and_event_dialogue	Koppa: Ow, ow, ow...<page><box>
198:$6908	story_and_event_dialogue	???: My body is clean, my drawers glide smoothly, and I feel wonderful!<page><box>???: ...Huh?<page><box>
198:$6949	story_and_event_dialogue	???: Could it be...?<page><box>???: <name>?<page><box>???: It is you, <name>!<page><box>
198:$6968	story_and_event_dialogue	???: It's been so long!<page><box>???: It's me! Mamo the Wardrobe!!<page><box>
198:$698B	story_and_event_dialogue	Koppa: Who are you?<page><box>
198:$699C	story_and_event_dialogue	Mamo: What?!<page><box>Mamo: You don't remember me?!<page><box>Mamo: How heartless!<page><box>Mamo: But I suppose it makes sense. <name> was still a child back then.<page><box>
198:$69F5	story_and_event_dialogue	Mamo: And now you've grown into such a fine Wanderer... Mamo-ry sniffle...<page><box>
198:$6A26	story_and_event_dialogue	Koppa: Hmm... I still don't really remember you.<page><box>
198:$6A51	story_and_event_dialogue	Mamo: Shall I force you to remember?<page><box>Mamo: Mamo-ry SUCK...<page><box>
198:$6A7E	story_and_event_dialogue	Koppa: Whoa! Wait!<page><box>Koppa: Please don't do that again.<page><box>Koppa: Huh... I feel like I've said that before...<page><box>
198:$6ACC	story_and_event_dialogue	Mamo: Now that we've met again, let's be friends!<page><box>
198:$6AEB	story_and_event_dialogue	Mamo the Wardrobe joined you!<delay:96><page><box>
198:$6B01	story_and_event_dialogue	Mamo: You may have forgotten, so I'll remind you...<page><box>Mamo: I can store lots of items.<page><box>Mamo: You can put them in and take them out freely. Handy, right?<page><box>Mamo: But I'll be empty when you return from a dungeon, so remember that.<page><box>Mamo: Let's go! Mamo-ry, roll out!<page><box>
198:$6BC8	story_and_event_dialogue	Mamo: Hey, <name>! Mamo-ry reunion?<page><box>
198:$6BE4	story_and_event_dialogue	Mamo: That's what I wanted to hear!<page><box>Mamo: I can store lots of items.<page><box>Mamo: You can put them in and take them out freely. Handy, right?<page><box>Mamo: But I'll be empty when you return from a dungeon, so remember that.<page><box>Mamo: Let's go! Mamo-ry, roll out!<page><box>
198:$6C8A	story_and_event_dialogue	Mamo joined you!<delay:96><page><box>
198:$6C9C	story_and_event_dialogue	Mamo: You could store items if I came along...<page><box>Mamo: Mamo-ry disappointed!<page><box>
198:$6CDD	story_and_event_dialogue	Ohagi and Kinako: Welcome!<page><box>Ohagi: Oh my! What a handsome man!<page><box>Kinako: Just my type!<page><box>Ohagi: Where are you from?<page><box>Kinako: How old are you?<page><box>Ohagi: What do you do?<page><box>Kinako: Where do you live?<page><box>
198:$6D4E	story_and_event_dialogue	Ohagi: Oh my!<page><box>Ohagi: How could we forget the most important question?!<page><box>
198:$6D76	story_and_event_dialogue	Ohagi and Kinako: What<delay:14><D2>is<delay:14><D2>your<delay:14><D2>name<delay:14><D2>?<page><box>
198:$6D94	story_and_event_dialogue	Ohagi and Kinako: <name>!<page><box>Ohagi: <name>...<delay:3C> Mmm, what a lovely name!<page><box>Ohagi: So cute! Eek!!<page><box>
198:$6DCF	story_and_event_dialogue	Kinako: And such a cute face!<page><box>Kinako: Just my type! Eek!!<page><box>
198:$6DF4	story_and_event_dialogue	Ohagi and Kinako: Sigh...<delay:64><page><box>Ohagi: Hm?<page><box>Ohagi: What?<page><box>Ohagi: Oh!<page><box>Ohagi: I'm sorry, darling.<page><box>Ohagi: What is it?<page><box>Ohagi: You want a doll?<page><box>Kinako: We have some wonderful ones!<page><box>Ohagi: Dolls whose hair grows...<page><box>Ohagi: Dolls that cry red tears...<page><box>Ohagi: And...<page><box>Ohagi: Just between us...<page><box>Ohagi: We're about to finish something incredible!<page><box>
198:$6EB4	story_and_event_dialogue	Kinako: Hey! You're telling him about that already?!<page><box>
198:$6ED7	story_and_event_dialogue	Ohagi: Why not?<page><box>Ohagi: <name> is so cute that I want to tell him.<page><box>Kinako: Hmm...<page><box>Kinako: Fine, then...<page><box>Kinako: But only a little.<page><box>
198:$6F2A	story_and_event_dialogue	Ohagi: The truth is, right now...<page><box>Ohagi: we're creating something unlike anything anyone has ever seen.<page><box>Kinako: But for now, this stays a secret between us and <name>.<page><box>
198:$6F89	story_and_event_dialogue	Ohagi: It's almost finished, so come visit us often.<page><box>Ohagi: Tee-hee.<page><box>Ohagi: That's all for now!<page><box>Ohagi and Kinako: Come again!<page><box>
198:$6FF1	story_and_event_dialogue	Ohagi: Eek!<page><box>Ohagi: <name>!!<page><box>Kinako: It's done! We finished it!<page><box>Kinako: We really did it!<page><box>Ohagi: Yes! At last, it's complete!<page><box>Ohagi: Our masterpiece!!<page><box>Kinako: It's incredible!<page><box>Kinako: Prepare to be amazed!!<page><box>
198:$705F	story_and_event_dialogue	Ohagi and Kinako: Ta-daaa!!<page><box>
198:$7073	story_and_event_dialogue	Kinako: Well? Well? Well?<page><box>Kinako: Are you amazed? Are you?!<page><box>Ohagi: This doll can move!<page><box>Ohagi: It even shoots arrows and fights beside you!!<page><box>Kinako: Those nasty monsters won't stand a chance now!<page><box>
198:$70F1	story_and_event_dialogue	Ohagi: Well? Isn't it fabulous?<page><box>Ohagi: Would you like to try it, <name>?<page><box>Ohagi: Five hundred Gitan.<page><box>Ohagi: You won't regret it.
198:$7131	story_and_event_dialogue	Ohagi: I knew you had a good eye, <name>!<page><box>Kinako: Here you are.<page><box>Kinako: We call it <cF8>h<cF8>i Unit!<page><box>Kinako: Sexy name, isn't it?<page><box>Ohagi: Treat it gently.<page><box>
198:$7190	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
198:$71A8	story_and_event_dialogue	Kinako: Oh! One more thing.<page><box>Kinako: This doll...<page><box>Kinako: is as brilliant as we are!<page><box>Ohagi: After an adventure, it returns to our shop all by itself.<page><box>
198:$7213	story_and_event_dialogue	Kinako: You're a young man, <name>.<page><box>Kinako: Sometimes you'll want to go somewhere alone. Tee-hee.<page><box>Ohagi and Kinako: Aren't we thoughtful?!<page><box>
198:$7264	story_and_event_dialogue	Kinako: When the doll returns, we'll look after it.<page><box>Ohagi: So whenever you want to take it into a dungeon, stop by our shop!<page><box>Ohagi and Kinako: We'll be waiting!<page>
198:$72D7	story_and_event_dialogue	Ohagi: <name>...<page><box>Ohagi: Nothing in life comes free.<page>
198:$72F8	story_and_event_dialogue	Ohagi: Oh my! What a shame!<page><box>Ohagi: You won't find a doll this glamorous anywhere else!<page><box>Kinako: You truly don't want it?<page><box>Kinako: What a waste!<page>
198:$7346	story_and_event_dialogue	Ohagi: Tee-hee. You changed your mind after all.<page><box>Ohagi: Oh, you! You want it, don't you?<page><box>
198:$7373	story_and_event_dialogue	Kinako: Here.<page><box>Kinako: <cF8>h<cF8>i Unit. Five hundred Gitan.
198:$7390	story_and_event_dialogue	Ohagi: Oh my, <name>. No window-shopping!<page>
198:$73C7	story_and_event_dialogue	Ohagi and Kinako: Welcome!<page><box>Ohagi: Oh my! <name>! Where's your doll?<page><box>Kinako: D-Did you...<page><box>Kinako: Did you really...<page><box>Kinako: break it?!<page><box>Ohagi: Oh my! What a shock!<page><box>
198:$742B	story_and_event_dialogue	Ohagi: W-We...<page><box>Ohagi: won't give up!<page><box>Ohagi: Something like this won't defeat us!!<page><box>Kinako: That's right!<page><box>Kinako: We made a new one in case this happened!<page><box>Kinako: Aren't we thoughtful?!<page><box>
198:$74AB	story_and_event_dialogue	Ohagi and Kinako: Ta-daaa!!<page><box>Ohagi: <cF8>h<cF8>i Unit!<page><box>Ohagi: Five hundred Gitan!
198:$74D6	story_and_event_dialogue	Ohagi: Thank you!<page><box>Ohagi: It's starting over from scratch, so take better care of it this time!<page><box>
198:$7507	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
198:$751F	story_and_event_dialogue	Ohagi: <name>...<page><box>Ohagi: Nothing in life comes free.<page>
198:$7540	story_and_event_dialogue	Ohagi: Oh my! What a shame!<page><box>Kinako: But you'll change your mind eventually!<page>
198:$756F	story_and_event_dialogue	Ohagi: Tee-hee. You changed your mind after all.<page><box>Ohagi: Oh, you! You want it, don't you?<page><box>
198:$759C	story_and_event_dialogue	Kinako: Here. <cF8>h<cF8>i Unit.<page><box>Kinako: Five hundred Gitan.
198:$75B9	story_and_event_dialogue	Ohagi: Oh my, <name>. No window-shopping!<page>
198:$75E5	story_and_event_dialogue	Ohagi: I can tell just by looking, <name>...<page><box>Ohagi: You broke it again, didn't you?<page><box>Kinako: We made you a new one.<page><box>
198:$7630	story_and_event_dialogue	Kinako: Here. <cF8>h<cF8>i Unit.<page><box>Kinako: Five hundred Gitan.
198:$764D	story_and_event_dialogue	Ohagi: Thank you!<page><box>Ohagi: It's starting over from scratch, so take better care of it this time!<page><box>
198:$767E	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
198:$7696	story_and_event_dialogue	Ohagi: <name>...<page><box>Ohagi: Nothing in life comes free.<page>
198:$76B7	story_and_event_dialogue	Ohagi: Oh my! What a shame!<page><box>Kinako: But you'll change your mind eventually!<page>
198:$76FA	story_and_event_dialogue	Ohagi: Oh, <name>! Of course we looked after it carefully!<page><box>Ohagi: Here, <cF8>h<cF8>i Unit!<page><box>Ohagi: You'll take it with you, won't you?
198:$7741	story_and_event_dialogue	Ohagi: Take good care of it.<page>
198:$7753	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
198:$776B	story_and_event_dialogue	Ohagi: Ah...<page><box>Ohagi: <name:00>-<name>...<page><box>Ohagi: Listen...<page><box>Ohagi: Everyone has their limits.<page><box>Ohagi: Do you know what that means?<page><box>Kinako: Simply put, we can't Modify it any further.<page><box>Kinako: The doll has reached its limit.<page><box>Ohagi: But that also means it's the strongest doll in the world!<page><box>Ohagi: How marvelous!!<page><box>Ohagi: Here is the ultimate doll, <cF8>h<cF8>i Unit.<page><box>Ohagi: Will you take it?
198:$7855	story_and_event_dialogue	Ohagi and Kinako: Welcome!<page><box>Ohagi: Oh, <name>!<page><box>Ohagi: You came at the perfect time!<page><box>Kinako: The doll <name> brought back...<page><box>Ohagi: To thank you for treating it well, we used our skills to Modify it!<page><box>Kinako: We even gave it a sexier name!<page><box>Ohagi and Kinako: Its new name is <cF8>h<cF8>i Unit!!<page><box>Ohagi: Well?<page><box>Ohagi: Will you take it with you now?
198:$793F	story_and_event_dialogue	Ohagi: Will you take <cF8>h<cF8>i Unit?
198:$7955	story_and_event_dialogue	Ohagi: Keep treating it gently for years to come!<page><box>Ohagi: Tee-hee!<page><box>
198:$797B	story_and_event_dialogue	The doll powered up into <cF8>h<cF8>i Unit!<delay:3C><page><box>
198:$79A0	story_and_event_dialogue	Ohagi and Kinako: Come again!<page>
198:$79B4	story_and_event_dialogue	Ohagi: Oh my.<page><box>Ohagi: Could it be...<page><box>Ohagi: <name>, are you thinking of seeing someone else?<page><box>Ohagi: Well, <name>, you're a man. You have your reasons.<page><box>Ohagi: We'll look after the doll.<page>
198:$7A22	story_and_event_dialogue	Ohagi: Hey, <name>!<page><box>Ohagi: What happened?!<page><box>Kinako: You promised to treat it well!!<page><box>Ohagi: Honestly! Can you be gentle this time?
198:$7A7A	story_and_event_dialogue	Ohagi: Don't make it cry again!<page><box>
198:$7A8E	story_and_event_dialogue	<cF8>h<cF8>i Unit joined you!<delay:96><page>
198:$7AA6	story_and_event_dialogue	Ohagi: No! I can't believe it! This is why men are... Grumble...<page>
198:$7AD0	story_and_event_dialogue	Ohagi: Can you be gentle this time?
199:$419C	story_and_event_dialogue	Bank Teller: I love this town...<page><box>Bank Teller: So I decided to do my part and work hard!<page><box>
199:$41C5	story_and_event_dialogue	Bank Teller: Welcome.<page><box>Bank Teller: How may I help you?
199:$41E3	story_and_event_dialogue	Bank Teller: We look forward to serving you again.<page>
199:$41FF	story_and_event_dialogue	Bank Teller: Thank you.<page><box>Bank Teller: We are currently holding <cF8>l Gitan for you.<page><box>
199:$423E	story_and_event_dialogue	Bank Teller: I am very sorry to tell you this...<page><box>Bank Teller: You do not appear to be carrying any Gitan.<page><box>
199:$4280	story_and_event_dialogue	Bank Teller: I will deposit...<page><box>Bank Teller: Oh dear...<page><box>Bank Teller: Dear customer!<page><box>Bank Teller: The vault is full!<page><box>Bank Teller: I am terribly sorry...<page><box>Bank Teller: We cannot accept any more deposits.<page><box>
199:$42F3	story_and_event_dialogue	Bank Teller: How much would you like to deposit?
199:$430D	story_and_event_dialogue	Bank Teller: Certainly. I will deposit <cF8>j Gitan.<page><box>
199:$433A	story_and_event_dialogue	Bank Teller: I am terribly sorry...<page><box>Bank Teller: We are not holding any Gitan for you.<page><box>
199:$437C	story_and_event_dialogue	Bank Teller: I am terribly sorry...<page><box>Bank Teller: You cannot carry any more Gitan.<page><box>
199:$43BD	story_and_event_dialogue	Bank Teller: How much would you like to withdraw?
199:$43D8	story_and_event_dialogue	Bank Teller: Certainly. I will return <cF8>j Gitan to you.<page><box>
199:$4400	story_and_event_dialogue	Bank Teller: This is the Bank.<page><box>Bank Teller: Please return when you have Gitan to deposit.<page>
199:$4437	story_and_event_dialogue	Big Moai: Come on, tell me a spell!<page><box>Big Moai: Or I would say that, but I'm not ready yet. Come back later.<page>
199:$448E	story_and_event_dialogue	Big Moai: Hey!<page><box>Big Moai: You finally found me!<page><box>Big Moai: Oh well. Tell me a spell.<page><box>
199:$44D8	story_and_event_dialogue	Big Moai: Come on, tell me a spell!<page><box>Big Moai: Something good might happen.<page><box>
199:$451A	story_and_event_dialogue	Big Moai: Shwoosh, shwoosh... I don't know that spell.<page>
199:$4542	story_and_event_dialogue	Big Moai: Hnnngh...<delay:1E> Hah!!!
199:$4558	story_and_event_dialogue	<name> received <cF8>g!<page><box>
199:$4569	story_and_event_dialogue	Big Moai: We'll meet again somewhere.<page><box>Big Moai: Until then, farewell.<page><box>
199:$4596	story_and_event_dialogue	Big Moai: Incredible!!<page><box>Big Moai: You've completed every spell!<page><box>Big Moai: I'm retiring now.<page><box>Big Moai: From now on, tell your spells to my son.<page><box>Big Moai: Adios. This is farewell forever. Don't cry, baby.<page>
199:$4640	story_and_event_dialogue	Big Moai: I'm growing tired of listening to spells.<page><box>Big Moai: So I've decided to travel.<page><box>Big Moai: Don't come looking for me.<page><box>Big Moai: Adios. Farewell.<page><box>
199:$46B3	story_and_event_dialogue	Big Moai: Baboom... No window-shopping.<page>
199:$46D3	story_and_event_dialogue	Big Moai: I've heard that spell before.<page><box>Big Moai: Give me a different one.<page>
199:$4704	story_and_event_dialogue	Big Moai: Ba-boom... For some reason, my power is sealed right now.<page><box>Big Moai: Come back after a while.<page>
199:$474E	story_and_event_dialogue	Big Moai: Ba-boom... You cannot carry any more items.<page><box>Big Moai: Come back later.<page>
199:$478C	story_and_event_dialogue	Big Moai: Don't overdo the spells.<page><box>Big Moai: I get tired too. Come back later.<page>
199:$47CD	story_and_event_dialogue	<name> received 1,000 Gitan!<page><box>
199:$47E3	story_and_event_dialogue	Shopkeeper: It pays to be prepared.
199:$4801	story_and_event_dialogue	Shopkeeper: It's dangerous lately. Make sure you're fully stocked.
199:$4827	story_and_event_dialogue	Shopkeeper: Maybe it's time to close this shop...<page><box>Shopkeeper: Just kidding! What can I get you?
199:$4859	story_and_event_dialogue	Shopkeeper: Ah! <name>!!<page><box>Shopkeeper: I heard the news! I'll fight from here too!<page><box>Shopkeeper: Now, what'll it be?!
199:$4896	story_and_event_dialogue	Shopkeeper: Welcome! Just call me if you need anything.
199:$48B6	story_and_event_dialogue	Shopkeeper: Leaving already? Come again.<page>
199:$48D6	story_and_event_dialogue	Shopkeeper: Take your time and look around!<page><box>
199:$48F5	story_and_event_dialogue	Shopkeeper: So, what are you selling?<page><box>
199:$4913	story_and_event_dialogue	Shopkeeper: Oh... Changed your mind?<page><box>Shopkeeper: That's fine.
199:$4938	story_and_event_dialogue	Shopkeeper: <cF8>4, right? That's <cF8>6 Gitan.<page><box>Shopkeeper: Will you buy it?
199:$495C	story_and_event_dialogue	Shopkeeper: Oh... Changed your mind?<page><box>Shopkeeper: That's fine.<page><box>
199:$4983	story_and_event_dialogue	Shopkeeper: You got it! Thank you!<page><box>
199:$4999	story_and_event_dialogue	Shopkeeper: Oh... Changed your mind?<page><box>Shopkeeper: That's fine.<page><box>
199:$49C0	story_and_event_dialogue	Shopkeeper: All right! <cF8>5!<page><box>Shopkeeper: I'll pay <cF8>7 Gitan for it.<page><box>Shopkeeper: Deal?
199:$49F5	story_and_event_dialogue	Shopkeeper: Oh... Changed your mind?<page><box>Shopkeeper: That's fine.<page><box>
199:$4A1C	story_and_event_dialogue	Shopkeeper: You got it! Consider it sold!<page><box>
199:$4A38	story_and_event_dialogue	Shopkeeper: Whoa!<page><box>Shopkeeper: Your inventory is full! Don't overdo it!<page><box>
199:$4A64	story_and_event_dialogue	Shopkeeper: Sorry, customer! I'm sold out!<page><box>Shopkeeper: Go pass some time and come back later!<page><box>
199:$4AB7	story_and_event_dialogue	Shopkeeper: Ha ha ha!<page><box>Shopkeeper: You're not carrying anything!<page><box>
199:$4AE5	story_and_event_dialogue	Cursed items cannot be removed!<page><box>
199:$4AFA	story_and_event_dialogue	Cursed items cannot be removed!<page><box>
199:$4B0F	story_and_event_dialogue	Shopkeeper: You don't have enough Gitan.<page><box>
199:$4B30	story_and_event_dialogue	Shopkeeper: This is the item shop. We carry all kinds of items.<page><box>Shopkeeper: I'll show you next time you visit.<page>
199:$4B70	story_and_event_dialogue	Blacksmith: Careful there.<page><box>Blacksmith: If you need something, speak to me here.<page><box>
199:$4BA3	story_and_event_dialogue	Blacksmith: What can I do for you?
199:$4BBC	story_and_event_dialogue	Blacksmith: Understood.<page><box>Blacksmith: Come back anytime you change your mind.<page>
199:$4BE8	story_and_event_dialogue	Blacksmith: Hm...?<page><box>Blacksmith: You aren't carrying a sword.<page><box>
199:$4C09	story_and_event_dialogue	Blacksmith: Sorry.<page><box>Blacksmith: My special technique needs time before I can use it again.<page><box>Blacksmith: Go cut loose in a dungeon. I should be ready when you return.<page><box>
199:$4C73	story_and_event_dialogue	Blacksmith: Sorry. You don't have enough Gitan.<page><box>Blacksmith: Strengthening a sword costs 1,500 Gitan.<page><box>
199:$4CB7	story_and_event_dialogue	Blacksmith: Which sword should I strengthen?<page><box>
199:$4CCC	story_and_event_dialogue	Blacksmith: Finished with swords?<page><box>
199:$4CE8	story_and_event_dialogue	Cursed items cannot be removed!<page><box>
199:$4CFC	story_and_event_dialogue	Blacksmith: That's no good...<page><box>Blacksmith: One more strike would break this sword.<page><box>Blacksmith: Why not leave well enough alone?<page><box>
199:$4D50	story_and_event_dialogue	Blacksmith: <cF8>8... Understood. Leave it to me.<page><box>Blacksmith: The price is 1,500 Gitan.<page><box>Blacksmith: Is that acceptable?
199:$4D8D	story_and_event_dialogue	Blacksmith: Understood...<page><box>Blacksmith: This won't take long. Please wait.<page>
199:$4DB9	story_and_event_dialogue	Blacksmith: Thanks for waiting. I strengthened it properly.<page><box>
199:$4DDE	story_and_event_dialogue	Blacksmith: Stop by anytime you need my services.<page>
199:$4E07	story_and_event_dialogue	Blacksmith: Well, I'll be...<page><box>Blacksmith: I never imagined <cF8>8 could be forged... The world is full of surprises.<page><box>
199:$4E43	story_and_event_dialogue	Blacksmith: This is a fine sword, filled with its owner's spirit...<page><box>Blacksmith: Its level has properly increased. Take it with you.<page><box>
199:$4E8D	story_and_event_dialogue	Blacksmith: Hm...?<page><box>Blacksmith: You aren't carrying a Bracelet.<page><box>
199:$4EAE	story_and_event_dialogue	Blacksmith: Sorry. You don't have enough Gitan.<page><box>Blacksmith: Repairing a Bracelet costs 500 Gitan.<page><box>
199:$4EF3	story_and_event_dialogue	Blacksmith: Hm...?<page><box>Blacksmith: You aren't carrying a broken Bracelet.<page><box>
199:$4F1C	story_and_event_dialogue	Blacksmith: Which Bracelet should I repair?<page><box>
199:$4F35	story_and_event_dialogue	Blacksmith: Finished with Bracelets?<page><box>
199:$4F53	story_and_event_dialogue	Cursed items cannot be removed!<page><box>
199:$4F67	story_and_event_dialogue	Blacksmith: This is badly damaged.<page><box>Blacksmith: But don't worry. I can repair it.<page><box>Blacksmith: The price is 500 Gitan.<page><box>Blacksmith: Shall I repair this <cF8>8?
199:$4FCB	story_and_event_dialogue	Blacksmith: Understood. This won't take long. Please wait.<page>
199:$4FF6	story_and_event_dialogue	Blacksmith: Thanks for waiting.<page><box>Blacksmith: It's as good as new.<page><box>Blacksmith: Take good care of it.<page><box>Blacksmith: Stop by anytime you need my services.<page>
199:$5061	story_and_event_dialogue	Blacksmith: Hm...?<page><box>Blacksmith: You aren't carrying any synthesized items.<page><box>
199:$508B	story_and_event_dialogue	Blacksmith: Sorry. You don't have enough Gitan.<page><box>Blacksmith: Removing an ability costs 1,000 Gitan.<page><box>
199:$50D8	story_and_event_dialogue	Blacksmith: Let's see... Show me the item.<page><box>
199:$50F7	story_and_event_dialogue	Blacksmith: Finished with Synthesis?<page><box>
199:$5115	story_and_event_dialogue	Cursed items cannot be removed!<page><box>
199:$5129	story_and_event_dialogue	Blacksmith: Hmm... <cF8>8...<page><box>Blacksmith: Which ability should I Remove?<page><box>
199:$5150	story_and_event_dialogue	Blacksmith: <cF8>8...<page><box>Blacksmith: Sorry, but I cannot Remove that item's ability.<page><box>Blacksmith: Please forgive this unskilled smith.<page><box>
199:$51B6	story_and_event_dialogue	Blacksmith: Understood.<page><box>Blacksmith: I'll Remove that ability.<page><box>Blacksmith: The price is 1,000 Gitan.<page><box>Blacksmith: Is that acceptable?
199:$5204	story_and_event_dialogue	Blacksmith: Understood. This won't take long. Please wait.<page>
199:$522F	story_and_event_dialogue	Blacksmith: Finished. Here you are.<page><box>Blacksmith: Stop by anytime you need my services.<page>
199:$5274	story_and_event_dialogue	Blacksmith: Sorry, the shop isn't open yet.<page>
199:$5292	story_and_event_dialogue	Blacksmith: Which service should I explain?
